price,area,lot.area,lot.shape,utilities,land.slope,overall.qual,overall.cond,year.built,year.remod.add,mas.vnr.area,exter.qual,exter.cond,bsmt.qual,bsmt.cond,bsmt.exposure,bsmtfin.type.1,bsmtfin.sf.1,bsmtfin.type.2,bsmtfin.sf.2,bsmt.unf.sf,total.bsmt.sf,heating.qc,electrical,x1st.flr.sf,x2nd.flr.sf,low.qual.fin.sf,bsmt.full.bath,bsmt.half.bath,full.bath,half.bath,bedroom.abvgr,kitchen.abvgr,kitchen.qual,totrms.abvgrd,functional,fireplaces,fireplace.qu,garage.yr.blt,garage.finish,garage.cars,garage.area,garage.qual,garage.cond,paved.drive,wood.deck.sf,open.porch.sf,enclosed.porch,x3ssn.porch,screen.porch,pool.area,pool.qc,fence,misc.val,mo.sold,yr.sold
188000,1724,8924,2,3,2,7,5,1998,1999,0.0,2,2,4,3,3,Unf,0.0,Unf,0.0,880.0,880.0,4,4,880,844,0,0.0,0.0,2,1,3,1,3,8,7,0,0,1998.0,3,2.0,527.0,3,3,2,120,155,0,0,0,0,0,0,0,7,2008
186000,1212,10420,3,3,2,6,5,2009,2009,0.0,2,2,4,3,2,GLQ,36.0,Unf,0.0,1176.0,1212.0,4,4,1212,0,0,0.0,0.0,2,0,3,1,3,6,7,0,0,2009.0,2,2.0,460.0,3,3,2,100,22,0,0,0,0,0,0,0,3,2010
127000,1531,9350,3,3,2,4,6,1947,1979,0.0,2,2,3,2,1,LwQ,192.0,Unf,0.0,564.0,756.0,4,4,1169,0,362,0.0,0.0,1,0,3,1,2,8,7,1,3,1947.0,1,1.0,209.0,2,3,2,0,0,0,0,0,0,0,3,0,6,2010
165500,1700,10552,2,3,2,5,5,1959,1959,0.0,2,2,3,3,1,Rec,1018.0,Unf,0.0,380.0,1398.0,3,4,1700,0,0,0.0,1.0,1,1,4,1,3,6,7,1,4,1959.0,2,2.0,447.0,3,3,2,0,38,0,0,0,0,0,0,0,4,2010
115000,1005,10434,3,3,2,4,5,1955,1955,0.0,2,2,3,3,1,Unf,0.0,Unf,0.0,1005.0,1005.0,2,4,1005,0,0,0.0,0.0,1,0,2,1,1,5,7,1,3,1977.0,1,2.0,672.0,2,2,2,0,0,0,0,0,0,0,0,0,11,2009
221300,1830,8778,3,3,2,8,5,2006,2006,0.0,3,2,4,3,1,Unf,0.0,Unf,0.0,1302.0,1302.0,4,4,1302,528,0,0.0,0.0,2,1,3,1,3,7,7,0,0,2006.0,2,3.0,859.0,3,3,2,0,40,0,0,0,0,0,0,0,3,2007
164500,1320,11777,2,3,2,5,6,1966,1966,97.0,2,2,3,3,3,LwQ,328.0,ALQ,551.0,285.0,1164.0,4,4,1320,0,0,1.0,0.0,1,0,3,1,2,6,7,2,2,1966.0,2,2.0,564.0,3,3,2,160,68,240,0,0,0,0,0,0,5,2006
90000,1316,8550,3,3,2,5,5,1926,1950,0.0,2,2,2,3,1,Unf,0.0,Unf,0.0,750.0,750.0,2,4,960,356,0,0.0,0.0,1,0,4,1,2,7,7,0,0,1965.0,1,2.0,576.0,3,3,2,0,0,0,0,0,0,0,0,0,10,2007
190000,1582,36500,2,3,1,5,5,1964,1964,621.0,2,3,3,3,3,Rec,812.0,Unf,0.0,812.0,1624.0,1,4,1582,0,0,0.0,1.0,2,0,4,1,2,7,7,0,0,1964.0,1,2.0,390.0,3,3,0,168,198,0,0,0,0,0,0,0,6,2006
142600,1728,13101,2,3,2,5,5,1965,1965,108.0,2,2,3,3,1,LwQ,231.0,Unf,0.0,1497.0,1728.0,2,4,1728,0,0,0.0,0.0,2,0,6,2,2,10,7,0,0,1987.0,1,2.0,576.0,3,3,2,0,0,0,0,0,0,0,0,0,11,2008
61500,1152,6882,3,3,2,4,3,1955,1955,128.0,2,2,0,0,0,,0.0,,0.0,0.0,0.0,2,4,1152,0,0,0.0,0.0,2,0,2,2,1,6,7,0,0,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,2007
136500,1050,10659,2,3,2,5,6,1961,1961,0.0,2,2,3,3,1,Rec,915.0,Unf,0.0,135.0,1050.0,2,4,1050,0,0,1.0,0.0,1,0,3,1,2,6,7,0,0,1961.0,1,1.0,368.0,3,3,2,0,319,0,0,0,0,0,0,0,1,2006
172000,1246,12700,2,3,2,6,5,1964,1964,0.0,2,2,3,3,1,ALQ,939.0,Unf,0.0,307.0,1246.0,2,4,1246,0,0,1.0,0.0,1,0,3,1,2,6,7,2,4,1964.0,2,2.0,441.0,3,3,2,0,69,0,0,0,0,0,0,0,11,2006
149500,1962,8094,3,3,2,4,5,1915,1950,0.0,2,1,3,3,1,Unf,0.0,Unf,0.0,888.0,888.0,4,4,888,1074,0,0.0,0.0,1,1,4,1,2,9,7,1,3,1915.0,1,2.0,572.0,3,3,2,160,0,364,0,0,0,0,4,0,6,2010
398800,2690,12350,3,3,2,9,5,2009,2009,0.0,3,2,5,3,1,GLQ,986.0,Unf,0.0,379.0,1365.0,4,4,1365,1325,0,1.0,0.0,2,1,3,1,4,8,7,1,4,2009.0,2,3.0,864.0,3,3,2,0,197,0,0,0,0,0,0,0,7,2009
213000,1664,12299,3,3,2,7,6,1978,1985,67.0,2,2,4,3,1,GLQ,1328.0,Unf,0.0,201.0,1529.0,2,4,1664,0,0,1.0,0.0,2,0,3,1,3,7,7,1,3,1978.0,3,2.0,663.0,3,3,2,0,0,0,0,0,0,0,0,0,9,2007
159000,2432,7700,3,3,2,5,2,1985,1986,0.0,2,0,3,3,1,Unf,0.0,Unf,0.0,1216.0,1216.0,3,4,1216,1216,0,0.0,0.0,4,2,4,2,2,10,7,0,0,1985.0,1,2.0,616.0,3,2,2,200,0,0,0,0,0,0,0,600,2,2010
126175,1163,5820,3,3,2,3,8,1955,2005,0.0,2,3,3,3,1,ALQ,256.0,Unf,0.0,906.0,1162.0,4,4,1163,0,0,1.0,0.0,1,0,3,1,2,6,7,0,0,1955.0,1,1.0,220.0,2,3,2,142,98,0,0,0,0,0,0,0,7,2006
172500,1683,11184,3,3,2,6,5,1978,1978,92.0,2,2,3,3,1,LwQ,226.0,Rec,500.0,192.0,918.0,3,4,918,765,0,0.0,0.0,2,1,3,1,2,7,7,1,3,1978.0,2,2.0,440.0,3,3,2,243,0,0,0,0,0,0,0,0,7,2009
140200,1577,6435,3,3,2,6,5,1939,1950,0.0,2,2,3,3,1,Unf,0.0,Unf,0.0,972.0,972.0,3,4,972,605,0,0.0,0.0,1,0,3,1,1,6,7,1,4,1939.0,1,1.0,312.0,3,3,2,0,0,0,0,0,0,0,0,0,10,2006
131400,1144,10000,3,3,2,5,6,1961,1983,0.0,2,2,3,3,1,BLQ,594.0,Unf,0.0,270.0,864.0,4,4,1144,0,0,1.0,0.0,1,0,3,1,2,6,7,1,3,1961.0,2,1.0,264.0,3,3,2,165,0,0,0,0,0,0,2,400,3,2009
611657,2364,12919,2,3,2,9,5,2009,2010,760.0,4,2,5,3,4,GLQ,2188.0,Unf,0.0,142.0,2330.0,4,4,2364,0,0,1.0,0.0,2,1,2,1,4,11,7,2,4,2009.0,3,3.0,820.0,3,3,2,0,67,0,0,0,0,0,0,0,3,2010
204000,1501,10335,2,3,2,7,5,1999,1999,183.0,3,2,4,3,4,GLQ,679.0,Unf,0.0,811.0,1490.0,4,4,1501,0,0,1.0,0.0,2,0,3,1,3,6,7,0,0,1999.0,2,2.0,577.0,3,3,2,144,29,0,0,0,0,0,0,0,6,2009
132000,1450,5350,3,3,2,7,8,1920,1965,0.0,2,2,3,3,1,BLQ,116.0,Unf,0.0,508.0,624.0,4,4,730,720,0,0.0,0.0,1,0,3,1,2,7,7,0,0,1935.0,1,1.0,288.0,3,3,2,0,192,0,0,0,0,0,3,0,3,2008
167900,1611,9760,3,3,1,6,6,1964,1964,360.0,2,2,3,3,4,GLQ,674.0,LwQ,106.0,0.0,780.0,2,4,798,813,0,1.0,0.0,1,1,4,1,2,7,7,0,0,1964.0,2,2.0,442.0,3,3,2,328,128,0,0,189,0,0,0,0,6,2008
159000,1114,13072,3,3,2,7,5,2004,2005,0.0,3,2,4,3,1,Unf,0.0,Unf,0.0,1114.0,1114.0,4,4,1114,0,0,0.0,0.0,1,1,3,1,3,6,7,0,0,2005.0,1,2.0,576.0,3,3,2,248,102,0,0,0,0,0,0,0,5,2009
168500,1474,8530,2,3,2,7,5,1995,1996,22.0,2,2,4,3,1,Unf,0.0,Unf,0.0,384.0,384.0,3,4,804,670,0,0.0,0.0,2,1,3,1,2,7,7,1,3,1995.0,3,2.0,400.0,3,3,2,120,72,0,0,0,0,0,0,700,5,2009
165000,1458,9535,2,3,2,5,5,1967,1967,450.0,2,2,3,3,1,BLQ,194.0,LwQ,982.0,0.0,1176.0,2,4,1458,0,0,1.0,0.0,1,1,3,1,2,7,7,1,3,1967.0,1,2.0,512.0,3,3,2,284,0,0,0,0,0,0,3,0,7,2006
150000,1582,6120,3,3,2,5,6,1938,1950,0.0,2,2,3,2,1,LwQ,273.0,Unf,0.0,679.0,952.0,2,3,994,588,0,0.0,0.0,2,0,3,1,2,6,7,1,4,1938.0,1,1.0,250.0,2,3,2,189,0,34,150,0,0,0,0,0,2,2009
160000,1984,8094,3,3,2,6,8,1910,1983,0.0,2,2,3,3,2,Rec,196.0,Unf,0.0,1046.0,1242.0,3,4,1242,742,0,0.0,0.0,2,0,5,1,2,8,7,0,0,,0,1.0,360.0,0,0,2,64,0,180,0,0,0,0,3,1000,9,2008
212000,1661,10667,1,3,2,7,6,1996,1996,0.0,3,2,4,3,3,GLQ,385.0,ALQ,344.0,70.0,799.0,4,4,827,834,0,1.0,0.0,2,1,3,1,3,6,7,1,3,1996.0,2,2.0,550.0,3,3,2,158,61,0,0,0,0,0,0,0,4,2009
418000,2758,13654,2,3,2,9,5,2005,2006,365.0,3,2,5,3,4,Unf,0.0,Unf,0.0,1704.0,1704.0,4,4,1722,1036,0,0.0,0.0,2,1,4,1,4,9,7,1,5,2005.0,3,3.0,814.0,3,3,2,282,55,0,0,0,0,0,0,0,5,2007
130000,864,9000,3,3,2,4,7,1971,2006,0.0,2,3,3,3,1,ALQ,240.0,Unf,0.0,624.0,864.0,3,4,864,0,0,0.0,0.0,1,0,3,1,2,5,7,0,0,1986.0,1,2.0,576.0,3,3,2,200,0,0,0,0,0,0,2,0,7,2009
176500,1501,2280,3,3,2,6,5,1999,1999,342.0,2,2,4,3,1,GLQ,565.0,Unf,0.0,179.0,744.0,3,4,757,744,0,1.0,0.0,2,1,3,1,2,6,7,1,3,1999.0,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,0,0,9,2007
126000,856,7890,3,3,2,6,6,1939,1950,0.0,2,2,3,3,1,Rec,238.0,Unf,0.0,618.0,856.0,2,4,856,0,0,1.0,0.0,1,0,2,1,2,4,7,1,4,1939.0,1,2.0,399.0,3,3,2,0,0,0,0,166,0,0,0,0,3,2010
158000,1193,11050,2,3,2,7,5,1975,1975,0.0,2,2,3,3,1,ALQ,636.0,Unf,0.0,540.0,1176.0,1,4,1193,0,0,0.0,0.0,2,0,3,1,2,5,7,1,3,1975.0,1,2.0,506.0,3,3,2,40,0,0,0,0,0,0,0,0,8,2009
138000,990,8072,3,3,2,5,5,1994,1995,0.0,2,3,4,4,1,ALQ,746.0,Unf,0.0,244.0,990.0,4,4,990,0,0,1.0,0.0,1,0,3,1,2,5,7,0,0,2000.0,1,2.0,480.0,3,3,2,0,64,0,0,0,0,0,0,0,5,2009
275000,1787,14781,1,3,2,8,5,2001,2002,178.0,3,2,4,3,4,Unf,0.0,Unf,0.0,1753.0,1753.0,4,4,1787,0,0,0.0,0.0,2,0,3,1,3,7,7,1,3,2001.0,2,3.0,748.0,3,3,2,198,150,0,0,0,0,0,0,0,8,2006
228500,1689,9990,3,3,2,4,5,1991,1991,0.0,2,2,4,3,1,ALQ,1383.0,Unf,0.0,297.0,1680.0,3,4,1689,0,0,1.0,0.0,2,0,3,1,2,6,7,1,3,1991.0,1,2.0,432.0,3,3,2,428,120,0,0,0,0,0,0,0,7,2008
130000,1316,5500,3,3,2,5,7,1929,2001,0.0,2,2,3,3,1,LwQ,234.0,ALQ,692.0,0.0,926.0,2,4,926,0,390,1.0,0.0,1,0,3,1,2,6,7,0,0,1974.0,1,2.0,484.0,3,3,2,0,0,0,0,0,0,0,0,0,4,2010
115000,995,6120,3,3,2,5,6,1925,1999,0.0,2,2,3,3,1,Unf,0.0,Unf,0.0,960.0,960.0,3,4,995,0,0,0.0,0.0,1,0,2,1,2,5,7,0,0,1926.0,1,1.0,264.0,3,3,2,0,15,51,0,0,0,0,3,0,3,2009
187500,1498,13031,1,3,2,6,5,1995,1996,0.0,2,2,4,3,1,ALQ,592.0,Unf,0.0,99.0,691.0,3,4,691,807,0,0.0,0.0,2,1,3,1,2,6,7,1,3,1995.0,3,2.0,409.0,3,3,2,315,44,0,0,0,0,0,0,0,7,2006
95000,1080,5914,3,3,2,5,9,1890,1996,0.0,2,2,2,3,1,Unf,0.0,Unf,0.0,684.0,684.0,3,4,684,396,0,0.0,0.0,1,0,3,1,3,5,7,0,0,,0,0.0,0.0,0,0,0,0,165,30,0,0,0,0,0,0,9,2008
192000,1930,11339,2,3,2,7,5,1979,1979,549.0,2,2,4,3,1,ALQ,758.0,Unf,0.0,22.0,780.0,2,4,1085,845,0,1.0,0.0,2,1,4,1,3,9,7,1,3,1979.0,3,2.0,481.0,3,3,2,192,72,0,0,0,0,0,0,0,3,2007
141000,864,19138,3,3,2,4,5,1951,1951,0.0,2,2,3,3,1,LwQ,120.0,Unf,0.0,744.0,864.0,4,4,864,0,0,0.0,0.0,1,0,2,1,2,4,7,0,0,1951.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,0,6,2010
277500,1561,7313,3,3,2,9,5,2005,2005,246.0,4,2,5,3,1,GLQ,1153.0,Unf,0.0,408.0,1561.0,4,4,1561,0,0,1.0,0.0,2,0,2,1,4,6,7,1,4,2005.0,3,2.0,556.0,3,3,2,203,47,0,0,0,0,0,0,0,8,2007
204750,1786,9337,2,3,2,6,5,1997,1997,0.0,2,3,4,3,1,GLQ,648.0,Unf,0.0,176.0,824.0,4,4,905,881,0,1.0,0.0,2,1,3,1,3,7,7,0,0,1997.0,2,2.0,684.0,3,3,2,0,162,0,0,0,0,0,0,0,5,2007
129000,936,5868,3,3,2,5,7,1956,2000,0.0,2,2,3,3,1,BLQ,248.0,Rec,240.0,448.0,936.0,4,4,936,0,0,1.0,0.0,1,0,2,1,2,4,7,0,0,1956.0,3,1.0,308.0,3,3,2,0,0,80,0,160,0,0,0,0,5,2010
150000,1620,9991,2,3,2,4,4,1976,1993,0.0,2,2,3,3,1,BLQ,1116.0,Unf,0.0,165.0,1281.0,4,4,1620,0,0,1.0,0.0,2,0,3,1,2,8,6,1,3,1993.0,1,2.0,490.0,3,3,2,120,78,0,0,0,0,0,2,0,6,2009
196500,1720,11645,2,3,2,7,5,2004,2004,0.0,3,2,4,3,1,Unf,0.0,Unf,0.0,860.0,860.0,4,4,860,860,0,0.0,0.0,2,1,3,1,3,7,7,0,0,2004.0,2,2.0,565.0,3,3,2,0,70,0,0,0,0,0,0,0,8,2006
200000,2634,11643,3,3,2,5,5,1969,1969,368.0,2,2,3,3,1,LwQ,500.0,Unf,0.0,748.0,1248.0,2,4,1338,1296,0,1.0,1.0,2,2,6,2,2,12,7,0,0,1969.0,1,4.0,968.0,3,3,2,0,0,0,0,0,0,0,0,0,8,2009
181000,1675,24682,0,3,2,6,5,1999,1999,0.0,2,2,4,3,1,Unf,0.0,Unf,0.0,841.0,841.0,4,4,892,783,0,0.0,0.0,2,1,3,1,2,7,7,1,3,1999.0,3,2.0,502.0,3,3,2,0,103,0,0,0,0,0,0,0,6,2009
141000,1464,8814,3,3,2,5,6,1968,1968,0.0,2,2,3,3,1,LwQ,732.0,Unf,0.0,0.0,732.0,4,4,732,732,0,0.0,0.0,1,1,4,1,2,7,7,0,0,1968.0,1,2.0,470.0,3,3,2,0,40,0,0,0,0,0,0,0,6,2008
140000,936,7200,3,3,2,5,5,1980,1980,180.0,2,2,4,3,4,GLQ,936.0,Unf,0.0,0.0,936.0,2,4,936,0,0,1.0,0.0,1,0,2,1,2,4,7,0,0,1980.0,1,2.0,672.0,3,3,2,49,0,0,0,0,0,0,0,0,8,2007
178000,1732,9206,3,3,2,6,5,1985,1985,336.0,3,2,4,3,1,Unf,0.0,Unf,0.0,741.0,741.0,2,4,977,755,0,0.0,0.0,2,1,3,1,3,7,7,1,3,1985.0,3,2.0,476.0,3,3,2,192,46,0,0,0,0,0,0,0,6,2010
130000,1204,3701,2,3,2,8,5,1987,1987,0.0,2,2,4,3,1,Unf,0.0,Unf,0.0,1191.0,1191.0,2,4,1204,0,0,0.0,0.0,2,0,2,1,2,5,7,0,0,1987.0,2,2.0,461.0,3,3,2,120,70,0,0,0,0,0,0,0,8,2006
169000,2014,9856,3,3,2,5,8,1900,2005,0.0,3,3,2,3,1,Unf,0.0,Unf,0.0,716.0,716.0,4,3,1007,1007,0,0.0,0.0,2,0,5,1,2,8,7,0,0,1900.0,1,2.0,624.0,3,3,2,0,72,167,0,0,0,0,0,0,6,2006
300000,1638,4765,2,3,2,9,5,2000,2000,260.0,3,2,4,3,3,GLQ,1027.0,Unf,0.0,587.0,1614.0,4,4,1638,0,0,1.0,0.0,2,0,2,1,4,5,7,1,3,2000.0,3,2.0,495.0,3,3,2,230,68,0,0,0,0,0,0,0,7,2008
297000,1718,10637,3,3,2,8,5,2007,2008,336.0,3,2,5,3,4,GLQ,1288.0,Unf,0.0,417.0,1705.0,4,4,1718,0,0,1.0,0.0,2,0,3,1,3,7,7,1,4,2007.0,2,3.0,826.0,3,3,2,208,44,0,0,0,0,0,0,0,9,2009
256000,1663,53227,2,3,1,4,6,1954,1994,0.0,2,2,4,3,4,BLQ,1116.0,Unf,0.0,248.0,1364.0,4,4,1663,0,0,1.0,0.0,1,0,2,1,3,6,6,2,4,1954.0,3,2.0,529.0,3,3,2,224,137,0,0,0,0,0,0,0,3,2008
245000,1409,12864,2,3,2,7,5,2002,2002,0.0,3,2,4,3,1,GLQ,1392.0,Unf,0.0,17.0,1409.0,4,4,1409,0,0,1.0,0.0,1,1,1,1,3,4,7,1,4,2002.0,2,2.0,576.0,3,3,2,0,144,0,0,145,0,0,0,0,7,2007
39300,334,5000,3,3,1,1,3,1946,1950,0.0,1,1,0,0,0,,0.0,,0.0,0.0,0.0,1,2,334,0,0,0.0,0.0,1,0,1,1,1,2,7,0,0,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007
103500,1944,10307,3,3,2,6,5,1910,1950,0.0,2,2,3,3,2,LwQ,633.0,Unf,0.0,339.0,972.0,3,3,972,972,0,1.0,0.0,2,0,4,2,2,12,7,0,0,1920.0,1,2.0,324.0,2,3,0,0,28,169,0,0,0,0,0,0,6,2009
128000,1266,8012,3,3,2,6,5,1980,1980,0.0,2,2,3,3,1,Unf,0.0,Unf,0.0,630.0,630.0,4,4,630,636,0,0.0,0.0,1,1,2,1,2,5,7,2,3,1980.0,2,1.0,283.0,3,3,2,340,0,0,0,0,0,0,3,0,7,2007
168000,1424,7290,3,3,2,7,8,1921,1950,174.0,2,2,3,3,1,Unf,0.0,Unf,0.0,1228.0,1228.0,4,4,1424,0,0,0.0,0.0,2,0,2,1,2,7,7,1,4,1921.0,1,1.0,312.0,3,3,2,0,0,90,0,0,0,0,0,0,4,2008
141000,1092,14850,2,3,2,5,5,1957,1957,0.0,2,2,3,3,1,Rec,895.0,Unf,0.0,197.0,1092.0,2,3,1092,0,0,1.0,0.0,1,0,2,1,2,6,7,1,3,1957.0,3,1.0,299.0,3,3,2,268,0,0,0,122,0,0,1,0,5,2006
405000,2855,9233,2,3,2,9,5,2000,2000,877.0,3,2,5,3,3,GLQ,1182.0,Unf,0.0,358.0,1540.0,4,4,1540,1315,0,1.0,0.0,2,1,4,1,4,9,7,1,3,2000.0,2,3.0,774.0,3,3,2,247,55,0,0,0,0,0,0,0,3,2006
180000,2207,19900,3,3,2,7,5,1970,1989,287.0,2,2,4,3,4,GLQ,912.0,Unf,0.0,1035.0,1947.0,2,4,2207,0,0,1.0,0.0,2,0,3,1,2,7,6,1,4,1970.0,2,2.0,576.0,3,3,2,301,0,0,0,0,0,0,0,0,7,2010
260000,2814,9771,0,3,2,6,5,1995,2002,190.0,3,2,4,3,1,LwQ,779.0,Unf,0.0,298.0,1077.0,4,4,1093,1721,0,0.0,1.0,2,1,4,1,3,9,7,1,3,1995.0,3,2.0,614.0,3,3,2,48,32,0,0,216,0,0,4,0,6,2008
170000,1396,11069,3,3,2,6,5,2007,2007,0.0,3,2,4,3,1,Unf,0.0,Unf,0.0,608.0,608.0,4,4,608,788,0,0.0,0.0,2,1,3,1,3,6,7,1,4,2007.0,3,2.0,440.0,3,3,2,100,36,0,0,0,0,0,0,0,7,2009
129000,864,7200,3,3,2,5,8,1950,2002,0.0,2,2,3,3,1,ALQ,398.0,BLQ,149.0,317.0,864.0,3,4,864,0,0,1.0,0.0,1,0,3,1,3,5,7,0,0,1980.0,2,2.0,720.0,3,3,2,194,0,0,0,0,0,0,0,0,7,2007
254900,1947,12552,3,3,2,7,5,2004,2005,0.0,3,2,4,3,1,GLQ,222.0,Unf,0.0,769.0,991.0,4,4,991,956,0,0.0,0.0,2,1,3,1,3,8,7,1,4,2004.0,2,2.0,678.0,3,3,2,0,136,0,0,0,0,0,2,0,5,2010
127500,1367,6240,3,3,2,6,6,1931,1950,0.0,2,2,3,2,1,LwQ,425.0,Unf,0.0,459.0,884.0,2,3,959,408,0,0.0,0.0,1,0,3,1,2,6,7,1,4,1978.0,1,1.0,560.0,3,3,2,0,0,0,0,120,0,0,0,0,11,2007
103400,987,1680,3,3,2,6,5,1973,1973,359.0,2,2,3,3,1,LwQ,458.0,Unf,0.0,25.0,483.0,2,4,483,504,0,0.0,1.0,1,1,2,1,2,5,7,0,0,1973.0,1,1.0,264.0,3,3,2,52,0,0,0,0,0,0,0,0,2,2008
260000,2061,9085,3,3,2,7,5,1995,1996,286.0,3,2,4,3,1,GLQ,816.0,Unf,0.0,254.0,1070.0,4,4,1094,967,0,1.0,0.0,2,1,3,1,3,7,7,1,3,1995.0,3,2.0,647.0,3,3,2,296,102,209,0,0,0,0,0,0,11,2009
176000,1132,7024,3,3,2,4,5,2005,2005,0.0,2,2,4,3,1,GLQ,1024.0,Unf,0.0,108.0,1132.0,4,4,1132,0,0,1.0,0.0,1,1,2,1,3,5,7,0,0,2005.0,3,2.0,451.0,3,3,2,252,64,0,0,0,0,0,0,0,6,2008
187000,1855,9600,3,3,2,6,7,1976,1994,360.0,3,3,3,3,1,Unf,0.0,Unf,0.0,528.0,528.0,4,4,1094,761,0,0.0,0.0,2,1,3,1,2,7,7,1,3,1976.0,2,2.0,512.0,3,3,2,113,100,0,0,0,0,0,0,0,8,2007
378500,2018,13214,2,3,2,9,5,2008,2009,0.0,4,2,5,3,4,Unf,0.0,Unf,0.0,2002.0,2002.0,4,4,2018,0,0,0.0,0.0,2,0,3,1,4,10,7,1,4,2009.0,3,3.0,746.0,3,3,2,144,76,0,0,0,0,0,0,0,5,2010
342643,2596,16259,3,3,2,9,5,2006,2006,370.0,2,2,5,4,3,Unf,0.0,Unf,0.0,1249.0,1249.0,4,4,1249,1347,0,0.0,0.0,3,1,4,1,3,9,7,0,0,2006.0,2,3.0,840.0,3,3,2,240,154,0,0,0,0,0,0,0,9,2006
189900,1629,13830,2,3,2,5,5,1997,1998,0.0,2,2,4,3,1,GLQ,791.0,Unf,0.0,137.0,928.0,3,4,928,701,0,0.0,0.0,2,1,3,1,2,6,7,1,3,1997.0,3,2.0,482.0,3,3,2,212,34,0,0,0,0,0,3,0,3,2010
184900,1200,10083,3,3,2,7,5,2003,2003,,3,2,4,3,1,GLQ,833.0,Unf,0.0,343.0,1176.0,4,4,1200,0,0,1.0,0.0,2,0,2,1,3,5,7,0,0,2003.0,2,2.0,555.0,3,3,2,0,41,0,0,0,0,0,0,0,8,2009
211000,1796,9531,2,3,2,6,5,1998,1998,0.0,2,2,4,3,2,GLQ,706.0,Unf,0.0,88.0,794.0,4,4,882,914,0,1.0,0.0,2,1,3,1,2,7,7,0,0,1998.0,2,2.0,546.0,3,3,2,0,36,0,0,0,0,0,3,0,5,2007
191000,1716,8750,3,3,2,7,5,1996,1996,0.0,3,2,4,3,1,Unf,0.0,Unf,0.0,880.0,880.0,4,4,909,807,0,0.0,0.0,2,1,2,1,3,7,7,1,3,1996.0,2,2.0,512.0,3,3,2,0,120,0,0,0,0,0,0,0,7,2009
437154,2728,20431,1,3,2,9,5,2005,2006,870.0,4,2,5,3,1,GLQ,1410.0,Unf,0.0,438.0,1848.0,4,4,1848,880,0,1.0,0.0,2,1,4,1,4,10,7,2,5,2006.0,3,3.0,706.0,3,3,2,0,0,0,0,0,0,0,0,0,4,2006
63000,1112,9780,3,3,2,5,3,1934,1950,0.0,2,2,3,3,1,Unf,0.0,Unf,0.0,585.0,585.0,2,3,687,425,0,1.0,0.0,2,0,4,1,2,6,7,0,0,1934.0,1,1.0,226.0,1,1,0,0,0,0,0,0,0,0,0,0,3,2009
128500,1281,10284,3,3,2,4,7,1925,1993,0.0,2,2,3,3,2,ALQ,1030.0,LwQ,66.0,55.0,1151.0,4,4,845,436,0,1.0,0.0,2,0,1,1,2,6,4,0,0,1978.0,1,2.0,580.0,3,3,2,0,0,0,0,0,0,0,0,0,8,2007
142500,1072,3675,3,3,2,6,5,2005,2006,82.0,2,2,4,3,4,GLQ,547.0,Unf,0.0,0.0,547.0,3,4,1072,0,0,1.0,0.0,1,0,2,1,2,5,7,0,0,2005.0,3,2.0,525.0,3,3,2,0,44,0,0,0,0,0,0,0,10,2006
250000,2784,16692,2,3,2,7,5,1978,1978,184.0,2,2,4,3,1,BLQ,790.0,LwQ,469.0,133.0,1392.0,2,4,1392,1392,0,1.0,0.0,3,1,5,1,3,12,7,2,3,1978.0,2,2.0,564.0,3,3,2,0,112,0,0,440,519,1,3,2000,7,2006
185000,2044,10400,3,3,2,7,6,1980,1988,280.0,2,2,4,3,2,Unf,0.0,Unf,0.0,738.0,738.0,2,4,1277,767,0,0.0,0.0,2,1,3,1,2,7,6,1,3,1980.0,1,2.0,489.0,3,3,2,28,73,0,0,0,0,0,0,0,3,2008
213000,1932,8749,3,3,2,7,5,2003,2003,0.0,3,2,4,3,1,GLQ,654.0,Unf,0.0,325.0,979.0,4,4,992,940,0,1.0,0.0,2,1,3,1,3,7,7,1,4,2003.0,2,2.0,610.0,3,3,2,0,120,0,0,0,0,0,0,0,6,2007
192000,1638,9042,2,3,2,6,5,1998,1998,0.0,2,2,4,3,4,GLQ,828.0,Unf,0.0,115.0,943.0,3,4,943,695,0,1.0,0.0,2,1,3,1,2,7,7,2,3,1998.0,3,2.0,472.0,3,3,2,100,38,0,0,0,0,0,0,0,7,2008
133000,1104,10425,3,3,2,5,5,1956,1958,0.0,2,2,3,3,1,Rec,774.0,Unf,0.0,330.0,1104.0,3,4,1104,0,0,1.0,0.0,1,0,3,1,2,5,7,0,0,1956.0,2,1.0,384.0,3,3,2,0,0,0,0,0,0,0,0,0,4,2008
88000,1092,1680,3,3,2,6,5,1971,1971,381.0,2,2,3,3,1,Unf,0.0,Unf,0.0,525.0,525.0,2,4,525,567,0,0.0,0.0,1,1,3,1,2,6,7,0,0,1971.0,1,1.0,264.0,3,3,2,0,0,0,0,0,0,0,0,0,3,2010
